"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.09666666666667,,
"IRLTLT01","Long-term interest rate","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,1.12666666666667,,
"IRLTLT01","Long-term interest rate","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,1.00666666666667,,
"IRLTLT01","Long-term interest rate","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,0.896666666666666,,
"IRLTLT01","Long-term interest rate","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,0.89,,
"IRLTLT01","Long-term interest rate","AUS","Australia","ST","Level, ratio or index","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.89,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1990-Q1","Q1-1990","PC","Percentage","0","Units",,,8.44333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1990-Q2","Q2-1990","PC","Percentage","0","Units",,,8.78333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1990-Q3","Q3-1990","PC","Percentage","0","Units",,,8.83,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1990-Q4","Q4-1990","PC","Percentage","0","Units",,,8.85333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1991-Q1","Q1-1991","PC","Percentage","0","Units",,,8.60333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1991-Q2","Q2-1991","PC","Percentage","0","Units",,,8.44666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1991-Q3","Q3-1991","PC","Percentage","0","Units",,,8.61666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1991-Q4","Q4-1991","PC","Percentage","0","Units",,,8.52,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1992-Q1","Q1-1992","PC","Percentage","0","Units",,,8.26666666666666,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1992-Q2","Q2-1992","PC","Percentage","0","Units",,,8.32,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1992-Q3","Q3-1992","PC","Percentage","0","Units",,,8.3,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1992-Q4","Q4-1992","PC","Percentage","0","Units",,,7.67,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1993-Q1","Q1-1993","PC","Percentage","0","Units",,,7.07,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1993-Q2","Q2-1993","PC","Percentage","0","Units",,,6.99333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1993-Q3","Q3-1993","PC","Percentage","0","Units",,,6.59666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1993-Q4","Q4-1993","PC","Percentage","0","Units",,,6.16,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1994-Q1","Q1-1994","PC","Percentage","0","Units",,,6.10666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1994-Q2","Q2-1994","PC","Percentage","0","Units",,,7.01666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1994-Q3","Q3-1994","PC","Percentage","0","Units",,,7.29666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1994-Q4","Q4-1994","PC","Percentage","0","Units",,,7.68,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1995-Q1","Q1-1995","PC","Percentage","0","Units",,,7.62666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1995-Q2","Q2-1995","PC","Percentage","0","Units",,,7.18333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1995-Q3","Q3-1995","PC","Percentage","0","Units",,,6.99666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1995-Q4","Q4-1995","PC","Percentage","0","Units",,,6.73,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1996-Q1","Q1-1996","PC","Percentage","0","Units",,,6.4,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1996-Q2","Q2-1996","PC","Percentage","0","Units",,,6.50333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1996-Q3","Q3-1996","PC","Percentage","0","Units",,,6.43,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1996-Q4","Q4-1996","PC","Percentage","0","Units",,,5.95666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1997-Q1","Q1-1997","PC","Percentage","0","Units",,,5.71,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1997-Q2","Q2-1997","PC","Percentage","0","Units",,,5.82333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1997-Q3","Q3-1997","PC","Percentage","0","Units",,,5.64666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1997-Q4","Q4-1997","PC","Percentage","0","Units",,,5.55,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1998-Q1","Q1-1998","PC","Percentage","0","Units",,,5.07666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1998-Q2","Q2-1998","PC","Percentage","0","Units",,,4.96333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1998-Q3","Q3-1998","PC","Percentage","0","Units",,,4.58666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1998-Q4","Q4-1998","PC","Percentage","0","Units",,,4.22666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1999-Q1","Q1-1999","PC","Percentage","0","Units",,,3.99333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1999-Q2","Q2-1999","PC","Percentage","0","Units",,,4.26,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1999-Q3","Q3-1999","PC","Percentage","0","Units",,,5.08,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","1999-Q4","Q4-1999","PC","Percentage","0","Units",,,5.38333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2000-Q1","Q1-2000","PC","Percentage","0","Units",,,5.70333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2000-Q2","Q2-2000","PC","Percentage","0","Units",,,5.55666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2000-Q3","Q3-2000","PC","Percentage","0","Units",,,5.57,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2000-Q4","Q4-2000","PC","Percentage","0","Units",,,5.39666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2001-Q1","Q1-2001","PC","Percentage","0","Units",,,5.07,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2001-Q2","Q2-2001","PC","Percentage","0","Units",,,5.25666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2001-Q3","Q3-2001","PC","Percentage","0","Units",,,5.15666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2001-Q4","Q4-2001","PC","Percentage","0","Units",,,4.83333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2002-Q1","Q1-2002","PC","Percentage","0","Units",,,5.18,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2002-Q2","Q2-2002","PC","Percentage","0","Units",,,5.31333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2002-Q3","Q3-2002","PC","Percentage","0","Units",,,4.8,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2002-Q4","Q4-2002","PC","Percentage","0","Units",,,4.56333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2003-Q1","Q1-2003","PC","Percentage","0","Units",,,4.08666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2003-Q2","Q2-2003","PC","Percentage","0","Units",,,3.92333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2003-Q3","Q3-2003","PC","Percentage","0","Units",,,4.17333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2003-Q4","Q4-2003","PC","Percentage","0","Units",,,4.38,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2004-Q1","Q1-2004","PC","Percentage","0","Units",,,4.18333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2004-Q2","Q2-2004","PC","Percentage","0","Units",,,4.34333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2004-Q3","Q3-2004","PC","Percentage","0","Units",,,4.18333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2004-Q4","Q4-2004","PC","Percentage","0","Units",,,3.81333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2005-Q1","Q1-2005","PC","Percentage","0","Units",,,3.60333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2005-Q2","Q2-2005","PC","Percentage","0","Units",,,3.38,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2005-Q3","Q3-2005","PC","Percentage","0","Units",,,3.22333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2005-Q4","Q4-2005","PC","Percentage","0","Units",,,3.37,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2006-Q1","Q1-2006","PC","Percentage","0","Units",,,3.48666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2006-Q2","Q2-2006","PC","Percentage","0","Units",,,3.99333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2006-Q3","Q3-2006","PC","Percentage","0","Units",,,3.92,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2006-Q4","Q4-2006","PC","Percentage","0","Units",,,3.8,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,4.04666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,4.39,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,4.43333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,4.32,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,4.18,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,4.54,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,4.57333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,4.14,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,4.12333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,4.15333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,3.85,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,3.62,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,3.64666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,3.29,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,2.88,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,3.08666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,3.63333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,3.57333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,2.94333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,3.12666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,3.04666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,2.53666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,2.02666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,1.88,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,1.87666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,1.81,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,2.20666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,2.14666666666667,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.98333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,1.68,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,1.32333333333333,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.963333333333334,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.45,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.693096666666666,,
"IRLTLT01","Long-term interest rate","AUT","Austria","ST","Level, ratio or index","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.00486,,
